country_code,country_name,hs_code,product_name,category,export_value_usd,complexity_tier,year
IND,India,1511,Palm oil,Agriculture,3319201.6349767274,low,2022
IND,India,0801,"Coconuts, Brazil nuts",Agriculture,102856.43659104574,low,2022
IND,India,4001,Natural rubber,Agriculture,86840.17239416129,low,2022
IND,India,4403,Wood in the rough,Forestry,138160.1513602888,low,2022
IND,India,0901,Coffee,Agriculture,63146.55625383275,low,2022
IND,India,1801,Cocoa beans,Agriculture,2956733.8670408293,low,2022
IND,India,2603,Copper ores,Mining,1434808.100564077,low,2022
IND,India,7108,Gold,Mining,6862781.191794743,low,2022
IND,India,3004,Medicaments,Pharmaceuticals,134371.69275790508,medium,2022
IND,India,8483,Transmission shafts,Machinery,15391.611461491071,high,2022
IND,India,9018,Medical instruments,Medical,5645.7284233407845,high,2022
KOR,South Korea,8471,Automatic data processing machines,Electronics,3987458.4695393397,high,2022
KOR,South Korea,8473,Parts for office machines,Electronics,14691420.57102127,high,2022
KOR,South Korea,8542,Electronic integrated circuits,Electronics,868699.4456482151,high,2022
KOR,South Korea,8541,"Diodes, transistors",Electronics,10233705.969523754,high,2022
KOR,South Korea,8528,"Monitors, projectors",Electronics,126110.6687988877,high,2022
KOR,South Korea,8407,Spark-ignition engines,Machinery,3599011.899255159,high,2022
KOR,South Korea,8483,Transmission shafts,Machinery,334943.3000232466,high,2022
KOR,South Korea,9018,Medical instruments,Medical,5584387.587623162,high,2022
KOR,South Korea,2933,Heterocyclic compounds,Chemicals,2428774.069789816,high,2022
KOR,South Korea,6403,"Footwear, leather",Light Manufacturing,532362.3921804607,medium,2022
KOR,South Korea,6110,"Jerseys, pullovers",Textiles,360794.0739218822,medium,2022
KOR,South Korea,6203,"Mens suits, cotton",Textiles,5501339.627993371,medium,2022
KOR,South Korea,6204,Womens suits,Textiles,283033.8653737198,medium,2022
KOR,South Korea,4011,"Pneumatic tires, rubber",Manufacturing,156363839.92286524,medium,2022
KOR,South Korea,7210,Flat-rolled iron/steel,Metals,1688681.439027025,medium,2022
KOR,South Korea,3923,"Articles for transport/packing, plastic",Plastics,1438034.5426533823,medium,2022
KOR,South Korea,3920,"Plates, sheets, plastic",Plastics,946284.1389833209,medium,2022
KOR,South Korea,4819,"Cartons, boxes, paper",Paper,1509756.4742080967,medium,2022
KOR,South Korea,2701,Coal,Natural Resources,251365.2363496569,low,2022
KOR,South Korea,1511,Palm oil,Agriculture,3660466.6526283724,low,2022
KOR,South Korea,4001,Natural rubber,Agriculture,7652.695343373666,low,2022
KOR,South Korea,0803,Bananas,Agriculture,35877.67567743627,low,2022
KOR,South Korea,2603,Copper ores,Mining,564733.0224272505,low,2022
KOR,South Korea,2608,Zinc ores,Mining,5903.478523938502,low,2022
KOR,South Korea,7108,Gold,Mining,17714.17829161124,low,2022
AUS,Australia,2701,Coal,Natural Resources,3466851.106313397,low,2022
AUS,Australia,2710,"Petroleum oils, refined",Natural Resources,2517204.741634843,low,2022
AUS,Australia,1511,Palm oil,Agriculture,512829.5296620483,low,2022
AUS,Australia,4001,Natural rubber,Agriculture,1972090.0349673561,low,2022
AUS,Australia,4403,Wood in the rough,Forestry,94754.92622029192,low,2022
AUS,Australia,0803,Bananas,Agriculture,236677.06102495186,low,2022
AUS,Australia,0901,Coffee,Agriculture,1967845.0765954051,low,2022
AUS,Australia,2603,Copper ores,Mining,272181.6944231122,low,2022
AUS,Australia,2608,Zinc ores,Mining,75979.99125092104,low,2022
AUS,Australia,6110,"Jerseys, pullovers",Textiles,220666.74034892404,medium,2022
AUS,Australia,3004,Medicaments,Pharmaceuticals,457465.5170127967,medium,2022
AUS,Australia,8704,Motor vehicles for goods,Automotive,91121.85352345319,medium,2022
AUS,Australia,8542,Electronic integrated circuits,Electronics,4071.498648853605,high,2022
AUS,Australia,8703,Motor cars,Automotive,6729.716633886352,high,2022
AUS,Australia,2902,Cyclic hydrocarbons,Chemicals,44676.48304145675,high,2022
AUS,Australia,3002,"Human blood, vaccines",Pharmaceuticals,4992.004290939666,high,2022
BRA,Brazil,2709,"Petroleum oils, crude",Natural Resources,935116.275909832,low,2022
BRA,Brazil,2701,Coal,Natural Resources,1344388.5050853821,low,2022
BRA,Brazil,2710,"Petroleum oils, refined",Natural Resources,10728164.493666261,low,2022
BRA,Brazil,1511,Palm oil,Agriculture,876756.167817311,low,2022
BRA,Brazil,0801,"Coconuts, Brazil nuts",Agriculture,512080.8799023278,low,2022
BRA,Brazil,4407,Wood sawn lengthwise,Forestry,6612636.37041074,low,2022
BRA,Brazil,4403,Wood in the rough,Forestry,11597.272870032532,low,2022
BRA,Brazil,0803,Bananas,Agriculture,15252455.93777665,low,2022
BRA,Brazil,0901,Coffee,Agriculture,233994.1902207628,low,2022
BRA,Brazil,1801,Cocoa beans,Agriculture,126647.38205458407,low,2022
BRA,Brazil,2603,Copper ores,Mining,892629.3093267678,low,2022
BRA,Brazil,2608,Zinc ores,Mining,6009656.92119178,low,2022
BRA,Brazil,7108,Gold,Mining,878149.5718327949,low,2022
BRA,Brazil,6403,"Footwear, leather",Light Manufacturing,57850.400687113484,medium,2022
BRA,Brazil,6110,"Jerseys, pullovers",Textiles,1243373.2628093008,medium,2022
BRA,Brazil,6204,Womens suits,Textiles,76036162.42763352,medium,2022
BRA,Brazil,7210,Flat-rolled iron/steel,Metals,498040.5946415017,medium,2022
BRA,Brazil,3004,Medicaments,Pharmaceuticals,140459.71297400765,medium,2022
BRA,Brazil,3920,"Plates, sheets, plastic",Plastics,148194.68352041167,medium,2022
BRA,Brazil,4819,"Cartons, boxes, paper",Paper,7111078.92695532,medium,2022
BRA,Brazil,8704,Motor vehicles for goods,Automotive,2167.429724821177,medium,2022
BRA,Brazil,8708,Vehicle parts,Automotive,41979.77650224458,medium,2022
BRA,Brazil,8471,Automatic data processing machines,Electronics,244605.89347379172,high,2022
BRA,Brazil,8473,Parts for office machines,Electronics,9749.55196437599,high,2022
BRA,Brazil,8542,Electronic integrated circuits,Electronics,34350.3203897065,high,2022
BRA,Brazil,8407,Spark-ignition engines,Machinery,136156.14740804795,high,2022
BRA,Brazil,2933,Heterocyclic compounds,Chemicals,172813.32921780346,high,2022
MEX,Mexico,2709,"Petroleum oils, crude",Natural Resources,3272140.9023443484,low,2022
MEX,Mexico,2701,Coal,Natural Resources,146309.9445979441,low,2022
MEX,Mexico,1511,Palm oil,Agriculture,4984880.2369577605,low,2022
MEX,Mexico,0801,"Coconuts, Brazil nuts",Agriculture,2924185.747503248,low,2022
MEX,Mexico,4001,Natural rubber,Agriculture,138395.8511948,low,2022
MEX,Mexico,4407,Wood sawn lengthwise,Forestry,4122091.3999989005,low,2022
MEX,Mexico,4403,Wood in the rough,Forestry,2308863.6717695277,low,2022
MEX,Mexico,0803,Bananas,Agriculture,98496.16055164872,low,2022
MEX,Mexico,0901,Coffee,Agriculture,422757.479444176,low,2022
MEX,Mexico,1801,Cocoa beans,Agriculture,9801230.055912508,low,2022
MEX,Mexico,2603,Copper ores,Mining,53462.815451976036,low,2022
MEX,Mexico,2608,Zinc ores,Mining,4041069.3386214096,low,2022
MEX,Mexico,7108,Gold,Mining,18697.42670906114,low,2022
MEX,Mexico,6110,"Jerseys, pullovers",Textiles,13162898.845004708,medium,2022
MEX,Mexico,6203,"Mens suits, cotton",Textiles,3089887.932279344,medium,2022
MEX,Mexico,6204,Womens suits,Textiles,415851.49765737023,medium,2022
MEX,Mexico,4011,"Pneumatic tires, rubber",Manufacturing,32949250.658083837,medium,2022
MEX,Mexico,3004,Medicaments,Pharmaceuticals,1697241.032881071,medium,2022
MEX,Mexico,3923,"Articles for transport/packing, plastic",Plastics,33627.69426335376,medium,2022
MEX,Mexico,8704,Motor vehicles for goods,Automotive,541249.0724115612,medium,2022
MEX,Mexico,8542,Electronic integrated circuits,Electronics,63685.014302778305,high,2022
MEX,Mexico,8703,Motor cars,Automotive,466902.0750504065,high,2022
MEX,Mexico,8407,Spark-ignition engines,Machinery,4160171.637213013,high,2022
MEX,Mexico,8483,Transmission shafts,Machinery,3763986.7915256275,high,2022
MEX,Mexico,2933,Heterocyclic compounds,Chemicals,4097.988560604138,high,2022
CHL,Chile,2701,Coal,Natural Resources,44212.43926807172,low,2022
CHL,Chile,1511,Palm oil,Agriculture,147158.85883686788,low,2022
CHL,Chile,0801,"Coconuts, Brazil nuts",Agriculture,35172.15599429667,low,2022
CHL,Chile,4001,Natural rubber,Agriculture,76376.3326153731,low,2022
CHL,Chile,4407,Wood sawn lengthwise,Forestry,2947757.3943080627,low,2022
CHL,Chile,4403,Wood in the rough,Forestry,1075151.5878816776,low,2022
CHL,Chile,0803,Bananas,Agriculture,617049.8061040653,low,2022
CHL,Chile,2603,Copper ores,Mining,156976.5818120325,low,2022
CHL,Chile,2608,Zinc ores,Mining,551070.3000871405,low,2022
CHL,Chile,7108,Gold,Mining,3501464.9194753645,low,2022
CHL,Chile,6203,"Mens suits, cotton",Textiles,20852.630082375377,medium,2022
CHL,Chile,3004,Medicaments,Pharmaceuticals,154602.34892487744,medium,2022
CHL,Chile,8708,Vehicle parts,Automotive,257514.59431726314,medium,2022
CHL,Chile,8471,Automatic data processing machines,Electronics,3044.153565492139,high,2022
CHL,Chile,3002,"Human blood, vaccines",Pharmaceuticals,15687.698849936796,high,2022
POL,Poland,2709,"Petroleum oils, crude",Natural Resources,6180869.215352738,low,2022
POL,Poland,2710,"Petroleum oils, refined",Natural Resources,1571742.30197509,low,2022
POL,Poland,1511,Palm oil,Agriculture,1111131.7987087967,low,2022
POL,Poland,0801,"Coconuts, Brazil nuts",Agriculture,4699663.153976667,low,2022
POL,Poland,4001,Natural rubber,Agriculture,7854267.808937589,low,2022
POL,Poland,4403,Wood in the rough,Forestry,428441.953556618,low,2022
POL,Poland,0803,Bananas,Agriculture,149496.7977043574,low,2022
POL,Poland,0901,Coffee,Agriculture,15492299.600509113,low,2022
POL,Poland,2603,Copper ores,Mining,21724598.951332197,low,2022
POL,Poland,2608,Zinc ores,Mining,1781755.2876343275,low,2022
POL,Poland,7108,Gold,Mining,2051538.4472635626,low,2022
POL,Poland,6203,"Mens suits, cotton",Textiles,2621511.430425929,medium,2022
POL,Poland,4011,"Pneumatic tires, rubber",Manufacturing,1842804.5487123094,medium,2022
POL,Poland,7210,Flat-rolled iron/steel,Metals,486034.27556392114,medium,2022
POL,Poland,7308,Structures of iron/steel,Metals,5108119.554386046,medium,2022
POL,Poland,3004,Medicaments,Pharmaceuticals,112773.47275074906,medium,2022
POL,Poland,3923,"Articles for transport/packing, plastic",Plastics,2784712.0151214437,medium,2022
POL,Poland,3920,"Plates, sheets, plastic",Plastics,828791.5267674872,medium,2022
POL,Poland,4819,"Cartons, boxes, paper",Paper,15311.498326475283,medium,2022
POL,Poland,8704,Motor vehicles for goods,Automotive,13131.930681479354,medium,2022
POL,Poland,8407,Spark-ignition engines,Machinery,3403.7852419186734,high,2022
POL,Poland,8483,Transmission shafts,Machinery,14547.993171175794,high,2022
POL,Poland,2933,Heterocyclic compounds,Chemicals,1165481.4214897533,high,2022
POL,Poland,2902,Cyclic hydrocarbons,Chemicals,106087.79781678558,high,2022
TUR,Turkey,2709,"Petroleum oils, crude",Natural Resources,12412391.28474714,low,2022
TUR,Turkey,2701,Coal,Natural Resources,30775119.57774553,low,2022
TUR,Turkey,2710,"Petroleum oils, refined",Natural Resources,427168.01739773806,low,2022
TUR,Turkey,1511,Palm oil,Agriculture,362997.49299792276,low,2022
TUR,Turkey,0801,"Coconuts, Brazil nuts",Agriculture,445994.5036836742,low,2022
TUR,Turkey,4001,Natural rubber,Agriculture,859211.3466810121,low,2022
TUR,Turkey,4407,Wood sawn lengthwise,Forestry,569891.6096655709,low,2022
TUR,Turkey,4403,Wood in the rough,Forestry,115019.80224720461,low,2022
TUR,Turkey,0803,Bananas,Agriculture,2391035.7041848428,low,2022
TUR,Turkey,0901,Coffee,Agriculture,566308.7470544307,low,2022
TUR,Turkey,1801,Cocoa beans,Agriculture,134188049.6951397,low,2022
TUR,Turkey,2603,Copper ores,Mining,7847272.703868275,low,2022
TUR,Turkey,7108,Gold,Mining,353070.3539498195,low,2022
TUR,Turkey,6403,"Footwear, leather",Light Manufacturing,203739.3745158949,medium,2022
TUR,Turkey,6110,"Jerseys, pullovers",Textiles,783660.1956408911,medium,2022
TUR,Turkey,6203,"Mens suits, cotton",Textiles,863641.9740105575,medium,2022
TUR,Turkey,6204,Womens suits,Textiles,310551.66052288294,medium,2022
TUR,Turkey,4011,"Pneumatic tires, rubber",Manufacturing,89626.42800839875,medium,2022
TUR,Turkey,7308,Structures of iron/steel,Metals,82304.61034790856,medium,2022
TUR,Turkey,3923,"Articles for transport/packing, plastic",Plastics,435149.0307837567,medium,2022
TUR,Turkey,4819,"Cartons, boxes, paper",Paper,419.2143408563768,medium,2022
TUR,Turkey,8704,Motor vehicles for goods,Automotive,77617.91288758648,medium,2022
TUR,Turkey,8708,Vehicle parts,Automotive,6247860.277992948,medium,2022
TUR,Turkey,8473,Parts for office machines,Electronics,16921.964231163056,high,2022
TUR,Turkey,8542,Electronic integrated circuits,Electronics,1051778.696178992,high,2022
TUR,Turkey,8541,"Diodes, transistors",Electronics,378272.39918097435,high,2022
TUR,Turkey,8528,"Monitors, projectors",Electronics,444556.8687172149,high,2022
TUR,Turkey,8703,Motor cars,Automotive,904277.7732178131,high,2022
TUR,Turkey,8407,Spark-ignition engines,Machinery,44427.65212592932,high,2022
TUR,Turkey,8483,Transmission shafts,Machinery,425544.2491205781,high,2022
TUR,Turkey,9018,Medical instruments,Medical,77602.37123103414,high,2022
TUR,Turkey,2933,Heterocyclic compounds,Chemicals,30726.539084744025,high,2022
TUR,Turkey,3002,"Human blood, vaccines",Pharmaceuticals,172385.69288631444,high,2022
SAU,Saudi Arabia,2701,Coal,Natural Resources,4418069.317775072,low,2022
SAU,Saudi Arabia,2710,"Petroleum oils, refined",Natural Resources,462478.6983126047,low,2022
SAU,Saudi Arabia,1511,Palm oil,Agriculture,520175.25708378083,low,2022
SAU,Saudi Arabia,0801,"Coconuts, Brazil nuts",Agriculture,6525582.256675192,low,2022
SAU,Saudi Arabia,4407,Wood sawn lengthwise,Forestry,649874.6414545093,low,2022
SAU,Saudi Arabia,4403,Wood in the rough,Forestry,372677.2496835975,low,2022
SAU,Saudi Arabia,0803,Bananas,Agriculture,731051.1773869662,low,2022
SAU,Saudi Arabia,0901,Coffee,Agriculture,198078.65807804684,low,2022
SAU,Saudi Arabia,1801,Cocoa beans,Agriculture,627414.0617464257,low,2022
SAU,Saudi Arabia,2603,Copper ores,Mining,562049.6181289906,low,2022
SAU,Saudi Arabia,2608,Zinc ores,Mining,125465.05255895163,low,2022
SAU,Saudi Arabia,7108,Gold,Mining,161771.5890077679,low,2022
SAU,Saudi Arabia,6403,"Footwear, leather",Light Manufacturing,105431.61393751173,medium,2022
SAU,Saudi Arabia,7210,Flat-rolled iron/steel,Metals,26035.09488116887,medium,2022
SAU,Saudi Arabia,3004,Medicaments,Pharmaceuticals,1006244.4620640016,medium,2022
SAU,Saudi Arabia,8704,Motor vehicles for goods,Automotive,12940.934382596293,medium,2022
SAU,Saudi Arabia,8542,Electronic integrated circuits,Electronics,63737.901903530554,high,2022
SAU,Saudi Arabia,8703,Motor cars,Automotive,351496.66211513156,high,2022
SAU,Saudi Arabia,9018,Medical instruments,Medical,4424.324323420739,high,2022
ZAF,South Africa,2710,"Petroleum oils, refined",Natural Resources,2448301.212847186,low,2022
ZAF,South Africa,1511,Palm oil,Agriculture,238623.79447604012,low,2022
ZAF,South Africa,0801,"Coconuts, Brazil nuts",Agriculture,718847.7366784514,low,2022
ZAF,South Africa,4001,Natural rubber,Agriculture,292405.9676725998,low,2022
ZAF,South Africa,4407,Wood sawn lengthwise,Forestry,1012438.409996816,low,2022
ZAF,South Africa,4403,Wood in the rough,Forestry,1320506.3095618642,low,2022
ZAF,South Africa,1801,Cocoa beans,Agriculture,4191474.6767834965,low,2022
ZAF,South Africa,2603,Copper ores,Mining,1071455.1337405434,low,2022
ZAF,South Africa,3004,Medicaments,Pharmaceuticals,30660.327994831496,medium,2022
ZAF,South Africa,8483,Transmission shafts,Machinery,1294.2529092180214,high,2022
NGA,Nigeria,2709,"Petroleum oils, crude",Natural Resources,91365.78991850589,low,2022
NGA,Nigeria,2701,Coal,Natural Resources,473443.76484216173,low,2022
NGA,Nigeria,0801,"Coconuts, Brazil nuts",Agriculture,628906.9006194272,low,2022
NGA,Nigeria,4001,Natural rubber,Agriculture,65333.552272656365,low,2022
NGA,Nigeria,4407,Wood sawn lengthwise,Forestry,182000.90353866547,low,2022
NGA,Nigeria,0803,Bananas,Agriculture,198596.4234316667,low,2022
NGA,Nigeria,0901,Coffee,Agriculture,492541.8279601724,low,2022
NGA,Nigeria,1801,Cocoa beans,Agriculture,138069.68495496287,low,2022
NGA,Nigeria,2603,Copper ores,Mining,2216295.7874873644,low,2022
NGA,Nigeria,2608,Zinc ores,Mining,1387909.537242456,low,2022
NGA,Nigeria,7108,Gold,Mining,4738870.2346498575,low,2022
NGA,Nigeria,6204,Womens suits,Textiles,80531.15498959523,medium,2022
NGA,Nigeria,3923,"Articles for transport/packing, plastic",Plastics,12741.703459118262,medium,2022
NGA,Nigeria,3920,"Plates, sheets, plastic",Plastics,27066.515261543376,medium,2022
NGA,Nigeria,8473,Parts for office machines,Electronics,23318.567654683233,high,2022
